key,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09
90111,0,0,0,0,0,0,0,0,1
121750,0,0,0,0,0,0,0,0,1
5536,0,1,0,0,0,0,0,0,0
42479,0,0,0,0,0,1,0,0,0
107955,0,0,0,0,0,0,0,0,1
66606,0,0,0,0,0,0,0,0,1
88246,0,0,0,0,0,0,0,0,1
111932,0,0,0,0,0,0,0,0,1
24577,0,0,1,0,0,0,0,0,0
95573,0,0,0,0,0,0,0,0,1
18569,0,0,1,0,0,0,0,0,0
75556,0,0,0,0,0,0,0,0,1
60565,0,0,0,0,0,0,0,0,1
86156,0,0,0,0,0,0,0,0,1
563,1,0,0,0,0,0,0,0,0
129353,0,0,0,0,0,0,0,0,1
109566,0,0,0,0,0,0,0,0,1
11601,0,1,0,0,0,0,0,0,0
21589,0,0,1,0,0,0,0,0,0
138241,0,0,0,0,0,0,0,0,1
94728,0,0,0,0,0,0,0,0,1
90810,0,0,0,0,0,0,0,0,1
101950,0,0,0,0,0,0,0,0,1
121173,0,0,0,0,0,0,0,0,1
88139,0,0,0,0,0,0,0,0,1
143242,0,0,0,0,0,0,0,0,1
91695,0,0,0,0,0,0,0,0,1
17730,0,1,0,0,0,0,0,0,0
55832,0,0,0,0,0,0,0,1,0
139389,0,0,0,0,0,0,0,0,1
138726,0,0,0,0,0,0,0,0,1
94354,0,0,0,0,0,0,0,0,1
18703,0,0,1,0,0,0,0,0,0
1596,1,0,0,0,0,0,0,0,0
54341,0,0,0,0,0,0,0,1,0
121793,0,0,0,0,0,0,0,0,1
98900,0,0,0,0,0,0,0,0,1
45759,0,0,0,0,0,0,1,0,0
40020,0,0,0,0,0,1,0,0,0
83586,0,0,0,0,0,0,0,0,1
47654,0,0,0,0,0,0,1,0,0
101211,0,0,0,0,0,0,0,0,1
82432,0,0,0,0,0,0,0,0,1
35497,0,0,0,0,0,1,0,0,0
27637,0,0,0,1,0,0,0,0,0
63662,0,0,0,0,0,0,0,0,1
104015,0,0,0,0,0,0,0,0,1
141858,0,0,0,0,0,0,0,0,1
67742,0,0,0,0,0,0,0,0,1
52440,0,0,0,0,0,0,0,1,0
42056,0,0,0,0,0,1,0,0,0
82612,0,0,0,0,0,0,0,0,1
7258,0,1,0,0,0,0,0,0,0
89905,0,0,0,0,0,0,0,0,1
139873,0,0,0,0,0,0,0,0,1
112131,0,0,0,0,0,0,0,0,1
94516,0,0,0,0,0,0,0,0,1
77387,0,0,0,0,0,0,0,0,1
6199,0,1,0,0,0,0,0,0,0
9651,0,1,0,0,0,0,0,0,0
97734,0,0,0,0,0,0,0,0,1
114898,0,0,0,0,0,0,0,0,1
52407,0,0,0,0,0,0,0,1,0
52,1,0,0,0,0,0,0,0,0
16147,0,1,0,0,0,0,0,0,0
54114,0,0,0,0,0,0,0,1,0
21845,0,0,1,0,0,0,0,0,0
87475,0,0,0,0,0,0,0,0,1
79386,0,0,0,0,0,0,0,0,1
72078,0,0,0,0,0,0,0,0,1
138821,0,0,0,0,0,0,0,0,1
8461,0,1,0,0,0,0,0,0,0
47224,0,0,0,0,0,0,1,0,0
31946,0,0,0,0,0,1,0,0,0
57373,0,0,0,0,0,0,0,0,1
130988,0,0,0,0,0,0,0,0,1
130718,0,0,0,0,0,0,0,0,1
67617,0,0,0,0,0,0,0,0,1
77275,0,0,0,0,0,0,0,0,1
25969,0,0,1,0,0,0,0,0,0
19177,0,0,1,0,0,0,0,0,0
22639,0,0,1,0,0,0,0,0,0
114466,0,0,0,0,0,0,0,0,1
18910,0,0,1,0,0,0,0,0,0
133028,0,0,0,0,0,0,0,0,1
39233,0,0,0,0,0,1,0,0,0
141877,0,0,0,0,0,0,0,0,1
108523,0,0,0,0,0,0,0,0,1
25937,0,0,1,0,0,0,0,0,0
56232,0,0,0,0,0,0,0,1,0
44744,0,0,0,0,0,1,0,0,0
11155,0,1,0,0,0,0,0,0,0
38553,0,0,0,0,0,1,0,0,0
74021,0,0,0,0,0,0,0,0,1
26984,0,0,0,1,0,0,0,0,0
62484,0,0,0,0,0,0,0,0,1
64044,0,0,0,0,0,0,0,0,1
136089,0,0,0,0,0,0,0,0,1
112112,0,0,0,0,0,0,0,0,1
15439,0,1,0,0,0,0,0,0,0
38160,0,0,0,0,0,1,0,0,0
46989,0,0,0,0,0,0,1,0,0
74002,0,0,0,0,0,0,0,0,1
7667,0,1,0,0,0,0,0,0,0
96134,0,0,0,0,0,0,0,0,1
40829,0,0,0,0,0,1,0,0,0
11640,0,1,0,0,0,0,0,0,0
94173,0,0,0,0,0,0,0,0,1
104778,0,0,0,0,0,0,0,0,1
114276,0,0,0,0,0,0,0,0,1
118968,0,0,0,0,0,0,0,0,1
61462,0,0,0,0,0,0,0,0,1
9492,0,1,0,0,0,0,0,0,0
70372,0,0,0,0,0,0,0,0,1
31663,0,0,0,0,0,1,0,0,0
77501,0,0,0,0,0,0,0,0,1
36135,0,0,0,0,0,1,0,0,0
115433,0,0,0,0,0,0,0,0,1
54375,0,0,0,0,0,0,0,1,0
122117,0,0,0,0,0,0,0,0,1
135340,0,0,0,0,0,0,0,0,1
116508,0,0,0,0,0,0,0,0,1
15272,0,1,0,0,0,0,0,0,0
920,1,0,0,0,0,0,0,0,0
131952,0,0,0,0,0,0,0,0,1
1351,1,0,0,0,0,0,0,0,0
64965,0,0,0,0,0,0,0,0,1
92618,0,0,0,0,0,0,0,0,1
39286,0,0,0,0,0,1,0,0,0
22596,0,0,1,0,0,0,0,0,0
122053,0,0,0,0,0,0,0,0,1
27644,0,0,0,1,0,0,0,0,0
68906,0,0,0,0,0,0,0,0,1
18751,0,0,1,0,0,0,0,0,0
99976,0,0,0,0,0,0,0,0,1
43719,0,0,0,0,0,1,0,0,0
19377,0,0,1,0,0,0,0,0,0
108590,0,0,0,0,0,0,0,0,1
103266,0,0,0,0,0,0,0,0,1
128233,0,0,0,0,0,0,0,0,1
134591,0,0,0,0,0,0,0,0,1
80063,0,0,0,0,0,0,0,0,1
143989,0,0,0,0,0,0,0,0,1
103131,0,0,0,0,0,0,0,0,1
27114,0,0,0,1,0,0,0,0,0
136364,0,0,0,0,0,0,0,0,1
10203,0,1,0,0,0,0,0,0,0
14997,0,1,0,0,0,0,0,0,0
68882,0,0,0,0,0,0,0,0,1
28186,0,0,0,1,0,0,0,0,0
118224,0,0,0,0,0,0,0,0,1
14285,0,1,0,0,0,0,0,0,0
53462,0,0,0,0,0,0,0,1,0
109857,0,0,0,0,0,0,0,0,1
88600,0,0,0,0,0,0,0,0,1
21286,0,0,1,0,0,0,0,0,0
139307,0,0,0,0,0,0,0,0,1
109330,0,0,0,0,0,0,0,0,1
8895,0,1,0,0,0,0,0,0,0
107145,0,0,0,0,0,0,0,0,1
15118,0,1,0,0,0,0,0,0,0
48440,0,0,0,0,0,0,1,0,0
16712,0,1,0,0,0,0,0,0,0
36427,0,0,0,0,0,1,0,0,0
104991,0,0,0,0,0,0,0,0,1
41467,0,0,0,0,0,1,0,0,0
98890,0,0,0,0,0,0,0,0,1
138983,0,0,0,0,0,0,0,0,1
89866,0,0,0,0,0,0,0,0,1
127586,0,0,0,0,0,0,0,0,1
125604,0,0,0,0,0,0,0,0,1
121920,0,0,0,0,0,0,0,0,1
69051,0,0,0,0,0,0,0,0,1
137405,0,0,0,0,0,0,0,0,1
92241,0,0,0,0,0,0,0,0,1
10270,0,1,0,0,0,0,0,0,0
23146,0,0,1,0,0,0,0,0,0
111439,0,0,0,0,0,0,0,0,1
58097,0,0,0,0,0,0,0,0,1
64880,0,0,0,0,0,0,0,0,1
68365,0,0,0,0,0,0,0,0,1
102771,0,0,0,0,0,0,0,0,1
81323,0,0,0,0,0,0,0,0,1
36017,0,0,0,0,0,1,0,0,0
93074,0,0,0,0,0,0,0,0,1
67720,0,0,0,0,0,0,0,0,1
49123,0,0,0,0,0,0,0,1,0
69469,0,0,0,0,0,0,0,0,1
43571,0,0,0,0,0,1,0,0,0
129294,0,0,0,0,0,0,0,0,1
42034,0,0,0,0,0,1,0,0,0
62794,0,0,0,0,0,0,0,0,1
123915,0,0,0,0,0,0,0,0,1
91078,0,0,0,0,0,0,0,0,1
64969,0,0,0,0,0,0,0,0,1
21359,0,0,1,0,0,0,0,0,0
11710,0,1,0,0,0,0,0,0,0
25701,0,0,1,0,0,0,0,0,0
67814,0,0,0,0,0,0,0,0,1
59264,0,0,0,0,0,0,0,0,1
113823,0,0,0,0,0,0,0,0,1
56121,0,0,0,0,0,0,0,1,0
43541,0,0,0,0,0,1,0,0,0
119091,0,0,0,0,0,0,0,0,1
46834,0,0,0,0,0,0,1,0,0
22355,0,0,1,0,0,0,0,0,0
45076,0,0,0,0,0,1,0,0,0
26646,0,0,0,1,0,0,0,0,0
119612,0,0,0,0,0,0,0,0,1
121149,0,0,0,0,0,0,0,0,1
142412,0,0,0,0,0,0,0,0,1
106096,0,0,0,0,0,0,0,0,1
91241,0,0,0,0,0,0,0,0,1
141136,0,0,0,0,0,0,0,0,1
52997,0,0,0,0,0,0,0,1,0
83928,0,0,0,0,0,0,0,0,1
42625,0,0,0,0,0,1,0,0,0
69358,0,0,0,0,0,0,0,0,1
73809,0,0,0,0,0,0,0,0,1
22343,0,0,1,0,0,0,0,0,0
122958,0,0,0,0,0,0,0,0,1
138070,0,0,0,0,0,0,0,0,1
26157,0,0,0,1,0,0,0,0,0
100774,0,0,0,0,0,0,0,0,1
131689,0,0,0,0,0,0,0,0,1
71229,0,0,0,0,0,0,0,0,1
6134,0,1,0,0,0,0,0,0,0
47371,0,0,0,0,0,0,1,0,0
9820,0,1,0,0,0,0,0,0,0
61213,0,0,0,0,0,0,0,0,1
128362,0,0,0,0,0,0,0,0,1
11421,0,1,0,0,0,0,0,0,0
25325,0,0,1,0,0,0,0,0,0
126896,0,0,0,0,0,0,0,0,1
1045,1,0,0,0,0,0,0,0,0
118444,0,0,0,0,0,0,0,0,1
115831,0,0,0,0,0,0,0,0,1
65341,0,0,0,0,0,0,0,0,1
23787,0,0,1,0,0,0,0,0,0
139164,0,0,0,0,0,0,0,0,1
125256,0,0,0,0,0,0,0,0,1
52897,0,0,0,0,0,0,0,1,0
100002,0,0,0,0,0,0,0,0,1
128819,0,0,0,0,0,0,0,0,1
65535,0,0,0,0,0,0,0,0,1
115379,0,0,0,0,0,0,0,0,1
99174,0,0,0,0,0,0,0,0,1
24683,0,0,1,0,0,0,0,0,0
50602,0,0,0,0,0,0,0,1,0
104703,0,0,0,0,0,0,0,0,1
115931,0,0,0,0,0,0,0,0,1
142534,0,0,0,0,0,0,0,0,1
84568,0,0,0,0,0,0,0,0,1
50314,0,0,0,0,0,0,0,1,0
106355,0,0,0,0,0,0,0,0,1
60430,0,0,0,0,0,0,0,0,1
33892,0,0,0,0,0,1,0,0,0
121440,0,0,0,0,0,0,0,0,1
13081,0,1,0,0,0,0,0,0,0
121913,0,0,0,0,0,0,0,0,1
78884,0,0,0,0,0,0,0,0,1
72980,0,0,0,0,0,0,0,0,1
122014,0,0,0,0,0,0,0,0,1
26937,0,0,0,1,0,0,0,0,0
91465,0,0,0,0,0,0,0,0,1
120704,0,0,0,0,0,0,0,0,1
92012,0,0,0,0,0,0,0,0,1
86869,0,0,0,0,0,0,0,0,1
44840,0,0,0,0,0,1,0,0,0
89890,0,0,0,0,0,0,0,0,1
30105,0,0,0,0,1,0,0,0,0
118435,0,0,0,0,0,0,0,0,1
15843,0,1,0,0,0,0,0,0,0
104667,0,0,0,0,0,0,0,0,1
46731,0,0,0,0,0,0,1,0,0
69110,0,0,0,0,0,0,0,0,1
20910,0,0,1,0,0,0,0,0,0
128443,0,0,0,0,0,0,0,0,1
23905,0,0,1,0,0,0,0,0,0
115753,0,0,0,0,0,0,0,0,1
142774,0,0,0,0,0,0,0,0,1
74004,0,0,0,0,0,0,0,0,1
129239,0,0,0,0,0,0,0,0,1
88322,0,0,0,0,0,0,0,0,1
92139,0,0,0,0,0,0,0,0,1
54798,0,0,0,0,0,0,0,1,0
34712,0,0,0,0,0,1,0,0,0
63158,0,0,0,0,0,0,0,0,1
73975,0,0,0,0,0,0,0,0,1
54876,0,0,0,0,0,0,0,1,0
90235,0,0,0,0,0,0,0,0,1
49321,0,0,0,0,0,0,0,1,0
40719,0,0,0,0,0,1,0,0,0
101376,0,0,0,0,0,0,0,0,1
114880,0,0,0,0,0,0,0,0,1
97382,0,0,0,0,0,0,0,0,1
78611,0,0,0,0,0,0,0,0,1
48882,0,0,0,0,0,0,0,1,0
65040,0,0,0,0,0,0,0,0,1
105434,0,0,0,0,0,0,0,0,1
22191,0,0,1,0,0,0,0,0,0
23928,0,0,1,0,0,0,0,0,0
138408,0,0,0,0,0,0,0,0,1
93611,0,0,0,0,0,0,0,0,1
73611,0,0,0,0,0,0,0,0,1
143428,0,0,0,0,0,0,0,0,1
65742,0,0,0,0,0,0,0,0,1
63056,0,0,0,0,0,0,0,0,1
19428,0,0,1,0,0,0,0,0,0
63690,0,0,0,0,0,0,0,0,1
128800,0,0,0,0,0,0,0,0,1
125299,0,0,0,0,0,0,0,0,1
74470,0,0,0,0,0,0,0,0,1
114053,0,0,0,0,0,0,0,0,1
56366,0,0,0,0,0,0,0,1,0
81975,0,0,0,0,0,0,0,0,1
19266,0,0,1,0,0,0,0,0,0
91092,0,0,0,0,0,0,0,0,1
43552,0,0,0,0,0,1,0,0,0
4502,0,1,0,0,0,0,0,0,0
97695,0,0,0,0,0,0,0,0,1
47760,0,0,0,0,0,0,1,0,0
75593,0,0,0,0,0,0,0,0,1
17308,0,1,0,0,0,0,0,0,0
42131,0,0,0,0,0,1,0,0,0
93715,0,0,0,0,0,0,0,0,1
94309,0,0,0,0,0,0,0,0,1
88459,0,0,0,0,0,0,0,0,1
10177,0,1,0,0,0,0,0,0,0
10056,0,1,0,0,0,0,0,0,0
121241,0,0,0,0,0,0,0,0,1
121384,0,0,0,0,0,0,0,0,1
19021,0,0,1,0,0,0,0,0,0
38617,0,0,0,0,0,1,0,0,0
89578,0,0,0,0,0,0,0,0,1
19445,0,0,1,0,0,0,0,0,0
24562,0,0,1,0,0,0,0,0,0
92519,0,0,0,0,0,0,0,0,1
102103,0,0,0,0,0,0,0,0,1
114688,0,0,0,0,0,0,0,0,1
115287,0,0,0,0,0,0,0,0,1
138337,0,0,0,0,0,0,0,0,1
106395,0,0,0,0,0,0,0,0,1
48187,0,0,0,0,0,0,1,0,0
81781,0,0,0,0,0,0,0,0,1
4205,0,1,0,0,0,0,0,0,0
40125,0,0,0,0,0,1,0,0,0
91015,0,0,0,0,0,0,0,0,1
6053,0,1,0,0,0,0,0,0,0
91340,0,0,0,0,0,0,0,0,1
91300,0,0,0,0,0,0,0,0,1
59699,0,0,0,0,0,0,0,0,1
21239,0,0,1,0,0,0,0,0,0
75767,0,0,0,0,0,0,0,0,1
46918,0,0,0,0,0,0,1,0,0
96153,0,0,0,0,0,0,0,0,1
9873,0,1,0,0,0,0,0,0,0
70875,0,0,0,0,0,0,0,0,1
41818,0,0,0,0,0,1,0,0,0
51081,0,0,0,0,0,0,0,1,0
36863,0,0,0,0,0,1,0,0,0
2132,0,1,0,0,0,0,0,0,0
34228,0,0,0,0,0,1,0,0,0
130913,0,0,0,0,0,0,0,0,1
80744,0,0,0,0,0,0,0,0,1
87220,0,0,0,0,0,0,0,0,1
76579,0,0,0,0,0,0,0,0,1
64338,0,0,0,0,0,0,0,0,1
13682,0,1,0,0,0,0,0,0,0
17081,0,1,0,0,0,0,0,0,0
76109,0,0,0,0,0,0,0,0,1
41022,0,0,0,0,0,1,0,0,0
46929,0,0,0,0,0,0,1,0,0
110234,0,0,0,0,0,0,0,0,1
45020,0,0,0,0,0,1,0,0,0
46574,0,0,0,0,0,0,1,0,0
111477,0,0,0,0,0,0,0,0,1
128958,0,0,0,0,0,0,0,0,1
82403,0,0,0,0,0,0,0,0,1
121737,0,0,0,0,0,0,0,0,1
123559,0,0,0,0,0,0,0,0,1
111930,0,0,0,0,0,0,0,0,1
48694,0,0,0,0,0,0,0,1,0
34420,0,0,0,0,0,1,0,0,0
27543,0,0,0,1,0,0,0,0,0
93338,0,0,0,0,0,0,0,0,1
79526,0,0,0,0,0,0,0,0,1
116554,0,0,0,0,0,0,0,0,1
8135,0,1,0,0,0,0,0,0,0
40827,0,0,0,0,0,1,0,0,0
85418,0,0,0,0,0,0,0,0,1
44416,0,0,0,0,0,1,0,0,0
2383,0,1,0,0,0,0,0,0,0
143637,0,0,0,0,0,0,0,0,1
112953,0,0,0,0,0,0,0,0,1
78103,0,0,0,0,0,0,0,0,1
69696,0,0,0,0,0,0,0,0,1
59669,0,0,0,0,0,0,0,0,1
108023,0,0,0,0,0,0,0,0,1
15744,0,1,0,0,0,0,0,0,0
88173,0,0,0,0,0,0,0,0,1
11287,0,1,0,0,0,0,0,0,0
35945,0,0,0,0,0,1,0,0,0
105523,0,0,0,0,0,0,0,0,1
131935,0,0,0,0,0,0,0,0,1
61224,0,0,0,0,0,0,0,0,1
47072,0,0,0,0,0,0,1,0,0
131908,0,0,0,0,0,0,0,0,1
2276,0,1,0,0,0,0,0,0,0
134036,0,0,0,0,0,0,0,0,1
36225,0,0,0,0,0,1,0,0,0
53713,0,0,0,0,0,0,0,1,0
4748,0,1,0,0,0,0,0,0,0
53562,0,0,0,0,0,0,0,1,0
78954,0,0,0,0,0,0,0,0,1
69666,0,0,0,0,0,0,0,0,1
1463,1,0,0,0,0,0,0,0,0
4320,0,1,0,0,0,0,0,0,0
78732,0,0,0,0,0,0,0,0,1
5145,0,1,0,0,0,0,0,0,0
70086,0,0,0,0,0,0,0,0,1
118396,0,0,0,0,0,0,0,0,1
128468,0,0,0,0,0,0,0,0,1
47619,0,0,0,0,0,0,1,0,0
28628,0,0,0,1,0,0,0,0,0
93829,0,0,0,0,0,0,0,0,1
17086,0,1,0,0,0,0,0,0,0
13974,0,1,0,0,0,0,0,0,0
101340,0,0,0,0,0,0,0,0,1
52287,0,0,0,0,0,0,0,1,0
61928,0,0,0,0,0,0,0,0,1
124843,0,0,0,0,0,0,0,0,1
3290,0,1,0,0,0,0,0,0,0
140418,0,0,0,0,0,0,0,0,1
12893,0,1,0,0,0,0,0,0,0
63337,0,0,0,0,0,0,0,0,1
111772,0,0,0,0,0,0,0,0,1
1782,1,0,0,0,0,0,0,0,0
105177,0,0,0,0,0,0,0,0,1
129785,0,0,0,0,0,0,0,0,1
78854,0,0,0,0,0,0,0,0,1
105521,0,0,0,0,0,0,0,0,1
94992,0,0,0,0,0,0,0,0,1
111988,0,0,0,0,0,0,0,0,1
75261,0,0,0,0,0,0,0,0,1
5743,0,1,0,0,0,0,0,0,0
45323,0,0,0,0,0,1,0,0,0
23073,0,0,1,0,0,0,0,0,0
83904,0,0,0,0,0,0,0,0,1
26322,0,0,0,1,0,0,0,0,0
4049,0,1,0,0,0,0,0,0,0
7865,0,1,0,0,0,0,0,0,0
45151,0,0,0,0,0,1,0,0,0
66315,0,0,0,0,0,0,0,0,1
143506,0,0,0,0,0,0,0,0,1
8646,0,1,0,0,0,0,0,0,0
128210,0,0,0,0,0,0,0,0,1
99434,0,0,0,0,0,0,0,0,1
50775,0,0,0,0,0,0,0,1,0
15128,0,1,0,0,0,0,0,0,0
64911,0,0,0,0,0,0,0,0,1
84416,0,0,0,0,0,0,0,0,1
56499,0,0,0,0,0,0,0,1,0
41041,0,0,0,0,0,1,0,0,0
15818,0,1,0,0,0,0,0,0,0
111973,0,0,0,0,0,0,0,0,1
113975,0,0,0,0,0,0,0,0,1
35933,0,0,0,0,0,1,0,0,0
129899,0,0,0,0,0,0,0,0,1
59412,0,0,0,0,0,0,0,0,1
116043,0,0,0,0,0,0,0,0,1
100334,0,0,0,0,0,0,0,0,1
3066,0,1,0,0,0,0,0,0,0
139851,0,0,0,0,0,0,0,0,1
85712,0,0,0,0,0,0,0,0,1
26236,0,0,0,1,0,0,0,0,0
28999,0,0,0,0,1,0,0,0,0
115785,0,0,0,0,0,0,0,0,1
9326,0,1,0,0,0,0,0,0,0
79447,0,0,0,0,0,0,0,0,1
42410,0,0,0,0,0,1,0,0,0
37831,0,0,0,0,0,1,0,0,0
45464,0,0,0,0,0,1,0,0,0
1194,1,0,0,0,0,0,0,0,0
100967,0,0,0,0,0,0,0,0,1
77438,0,0,0,0,0,0,0,0,1
136382,0,0,0,0,0,0,0,0,1
39715,0,0,0,0,0,1,0,0,0
54830,0,0,0,0,0,0,0,1,0
16534,0,1,0,0,0,0,0,0,0
129449,0,0,0,0,0,0,0,0,1
99253,0,0,0,0,0,0,0,0,1
64988,0,0,0,0,0,0,0,0,1
126094,0,0,0,0,0,0,0,0,1
122009,0,0,0,0,0,0,0,0,1
4796,0,1,0,0,0,0,0,0,0
114508,0,0,0,0,0,0,0,0,1
132055,0,0,0,0,0,0,0,0,1
124224,0,0,0,0,0,0,0,0,1
29409,0,0,0,0,1,0,0,0,0
81447,0,0,0,0,0,0,0,0,1
71700,0,0,0,0,0,0,0,0,1
70337,0,0,0,0,0,0,0,0,1
43396,0,0,0,0,0,1,0,0,0
75533,0,0,0,0,0,0,0,0,1
69523,0,0,0,0,0,0,0,0,1
7223,0,1,0,0,0,0,0,0,0
112290,0,0,0,0,0,0,0,0,1
19708,0,0,1,0,0,0,0,0,0
1514,1,0,0,0,0,0,0,0,0
7555,0,1,0,0,0,0,0,0,0
91605,0,0,0,0,0,0,0,0,1
97520,0,0,0,0,0,0,0,0,1
22866,0,0,1,0,0,0,0,0,0
49399,0,0,0,0,0,0,0,1,0
5517,0,1,0,0,0,0,0,0,0
136140,0,0,0,0,0,0,0,0,1
86098,0,0,0,0,0,0,0,0,1
133434,0,0,0,0,0,0,0,0,1
58130,0,0,0,0,0,0,0,0,1
77345,0,0,0,0,0,0,0,0,1
138100,0,0,0,0,0,0,0,0,1
83731,0,0,0,0,0,0,0,0,1
61031,0,0,0,0,0,0,0,0,1
9835,0,1,0,0,0,0,0,0,0
75488,0,0,0,0,0,0,0,0,1
47734,0,0,0,0,0,0,1,0,0
79949,0,0,0,0,0,0,0,0,1
86356,0,0,0,0,0,0,0,0,1
74631,0,0,0,0,0,0,0,0,1
83004,0,0,0,0,0,0,0,0,1
118569,0,0,0,0,0,0,0,0,1
104404,0,0,0,0,0,0,0,0,1
10130,0,1,0,0,0,0,0,0,0
85415,0,0,0,0,0,0,0,0,1
98062,0,0,0,0,0,0,0,0,1
78987,0,0,0,0,0,0,0,0,1
2015,0,1,0,0,0,0,0,0,0
84418,0,0,0,0,0,0,0,0,1
99850,0,0,0,0,0,0,0,0,1
47618,0,0,0,0,0,0,1,0,0
8267,0,1,0,0,0,0,0,0,0
112801,0,0,0,0,0,0,0,0,1
129312,0,0,0,0,0,0,0,0,1
68265,0,0,0,0,0,0,0,0,1
76750,0,0,0,0,0,0,0,0,1
89697,0,0,0,0,0,0,0,0,1
101286,0,0,0,0,0,0,0,0,1
38589,0,0,0,0,0,1,0,0,0
12761,0,1,0,0,0,0,0,0,0
102562,0,0,0,0,0,0,0,0,1
43684,0,0,0,0,0,1,0,0,0
126779,0,0,0,0,0,0,0,0,1
21098,0,0,1,0,0,0,0,0,0
115269,0,0,0,0,0,0,0,0,1
36361,0,0,0,0,0,1,0,0,0
356,1,0,0,0,0,0,0,0,0
101758,0,0,0,0,0,0,0,0,1
1177,1,0,0,0,0,0,0,0,0
29773,0,0,0,0,1,0,0,0,0
33792,0,0,0,0,0,1,0,0,0
131938,0,0,0,0,0,0,0,0,1
83331,0,0,0,0,0,0,0,0,1
37609,0,0,0,0,0,1,0,0,0
55164,0,0,0,0,0,0,0,1,0
14634,0,1,0,0,0,0,0,0,0
7288,0,1,0,0,0,0,0,0,0
129436,0,0,0,0,0,0,0,0,1
92736,0,0,0,0,0,0,0,0,1
120991,0,0,0,0,0,0,0,0,1
31186,0,0,0,0,1,0,0,0,0
5895,0,1,0,0,0,0,0,0,0
96769,0,0,0,0,0,0,0,0,1
86398,0,0,0,0,0,0,0,0,1
82604,0,0,0,0,0,0,0,0,1
38847,0,0,0,0,0,1,0,0,0
132316,0,0,0,0,0,0,0,0,1
128591,0,0,0,0,0,0,0,0,1
96417,0,0,0,0,0,0,0,0,1
144300,0,0,0,0,0,0,0,0,1
91724,0,0,0,0,0,0,0,0,1
1507,1,0,0,0,0,0,0,0,0
79835,0,0,0,0,0,0,0,0,1
136464,0,0,0,0,0,0,0,0,1
119459,0,0,0,0,0,0,0,0,1
119792,0,0,0,0,0,0,0,0,1
81559,0,0,0,0,0,0,0,0,1
15826,0,1,0,0,0,0,0,0,0
139011,0,0,0,0,0,0,0,0,1
47132,0,0,0,0,0,0,1,0,0
114367,0,0,0,0,0,0,0,0,1
132701,0,0,0,0,0,0,0,0,1
130948,0,0,0,0,0,0,0,0,1
100658,0,0,0,0,0,0,0,0,1
106334,0,0,0,0,0,0,0,0,1
57632,0,0,0,0,0,0,0,0,1
93445,0,0,0,0,0,0,0,0,1
130825,0,0,0,0,0,0,0,0,1
119060,0,0,0,0,0,0,0,0,1
10108,0,1,0,0,0,0,0,0,0
69746,0,0,0,0,0,0,0,0,1
92258,0,0,0,0,0,0,0,0,1
81491,0,0,0,0,0,0,0,0,1
107216,0,0,0,0,0,0,0,0,1
25680,0,0,1,0,0,0,0,0,0
138740,0,0,0,0,0,0,0,0,1
10089,0,1,0,0,0,0,0,0,0
92766,0,0,0,0,0,0,0,0,1
5233,0,1,0,0,0,0,0,0,0
106556,0,0,0,0,0,0,0,0,1
101495,0,0,0,0,0,0,0,0,1
123526,0,0,0,0,0,0,0,0,1
97839,0,0,0,0,0,0,0,0,1
44924,0,0,0,0,0,1,0,0,0
136162,0,0,0,0,0,0,0,0,1
72577,0,0,0,0,0,0,0,0,1
11220,0,1,0,0,0,0,0,0,0
48640,0,0,0,0,0,0,0,1,0
113070,0,0,0,0,0,0,0,0,1
115068,0,0,0,0,0,0,0,0,1
58899,0,0,0,0,0,0,0,0,1
49797,0,0,0,0,0,0,0,1,0
138411,0,0,0,0,0,0,0,0,1
67969,0,0,0,0,0,0,0,0,1
89457,0,0,0,0,0,0,0,0,1
29085,0,0,0,0,1,0,0,0,0
8266,0,1,0,0,0,0,0,0,0
101958,0,0,0,0,0,0,0,0,1
62054,0,0,0,0,0,0,0,0,1
103526,0,0,0,0,0,0,0,0,1
20188,0,0,1,0,0,0,0,0,0
75624,0,0,0,0,0,0,0,0,1
45202,0,0,0,0,0,1,0,0,0
46870,0,0,0,0,0,0,1,0,0
95290,0,0,0,0,0,0,0,0,1
90553,0,0,0,0,0,0,0,0,1
3986,0,1,0,0,0,0,0,0,0
54092,0,0,0,0,0,0,0,1,0
89959,0,0,0,0,0,0,0,0,1
75462,0,0,0,0,0,0,0,0,1
47228,0,0,0,0,0,0,1,0,0
61112,0,0,0,0,0,0,0,0,1
26150,0,0,0,1,0,0,0,0,0
102586,0,0,0,0,0,0,0,0,1
111099,0,0,0,0,0,0,0,0,1
6584,0,1,0,0,0,0,0,0,0
142525,0,0,0,0,0,0,0,0,1
28382,0,0,0,1,0,0,0,0,0
73586,0,0,0,0,0,0,0,0,1
53261,0,0,0,0,0,0,0,1,0
27898,0,0,0,1,0,0,0,0,0
64294,0,0,0,0,0,0,0,0,1
130055,0,0,0,0,0,0,0,0,1
76675,0,0,0,0,0,0,0,0,1
132606,0,0,0,0,0,0,0,0,1
125346,0,0,0,0,0,0,0,0,1
100548,0,0,0,0,0,0,0,0,1
137529,0,0,0,0,0,0,0,0,1
49572,0,0,0,0,0,0,0,1,0
62636,0,0,0,0,0,0,0,0,1
61095,0,0,0,0,0,0,0,0,1
120198,0,0,0,0,0,0,0,0,1
79781,0,0,0,0,0,0,0,0,1
122505,0,0,0,0,0,0,0,0,1
123613,0,0,0,0,0,0,0,0,1
